ASSINATURA;VENCIMENTO;FORNECEDOR;TIPO;VALOR;OBJETIVO
27/08/2015;27/10/2015;GOLDEN RIO BAZAR E SERVIÇOS DE INFORMATICA LTDA-ME;Compras em Geral;10133.6;1.1  -  A CONTRATADA SE OBRIGA AO FORNECIMENTO DE MATERIAL DE LIMPEZA PARA A SECRETARIA MUNICIPAL DE INFRA ESTRUTURA E LOGÍSTICA DE NOVA FRIBURGO. CONFORME ESPECIFICAÇÕES. CONDIÇÕES E QUANTIDADES  CONSTANTES NO ANEXO I. E NA PROPOSTA DETALHE DO EDITAL DO CERTAME EM REFERÊNCIA. E NO RESULTADO DO JULGAMENTO. TÃO SOMENTE OS LOTES 01 E 05.
27/08/2015;27/10/2015;JS COMERCIO DE PRODUTOS E EQUIPAMENTOS DE INFORMATICA LTDA;Compras em Geral;84283;1.1  -  A CONTRATADA SE OBRIGA AO FORNECIMENTO DE MATERIAL DE LIMPEZA PARA A SECRETARIA MUNICIPAL DE INFRA ESTRUTURA E LOGÍSTICA DE NOVA FRIBURGO . CONFORME ESPECIFICAÇÕES.  CONDIÇÕES E QUANTIDADES CONSTANTES NO ANEXO I. E NA PROPOSTA DETALHE DO EDITAL DO CERTAME EM REFERÊNCIA. E NO RESULTADO DO JULGAMENTO. TÃO SOMENTE OS LOTES 02. 03 E 06.
27/08/2015;31/08/2015;CONSIGGA COMÉRCIO E SERVIÇOS LTDA. - ME;Compras em Geral;14695;A CONTRATADA SE OBRIGA AO FORNECIMENTO DE MATERIAL DE LIMPEZA PARA A SECRETARIA MUNICIPAL DE INFRAESTRUTURA E LOGÍSTICA DE NOVA FRIBURGO. CONFORME ESPECIFICAÇÕES. CONDIÇÕES E QUANTIDADES   CONSTANTES NO ANEXO  I. E NA PROPOSTA DETALHE DO EDITAL DO CERTAME EM REFERÊNCIA. E NO RESULTADO  DO JULGAMENTO. TÃO SOMENTE O LOTE04.
27/08/2015;28/08/2015;LATTANZI COMERCIO DE PRODUTOS DE LIMPEZA E DESCARTAVEIS LTDA-EPP;Compras em Geral;17065;A CONTRATADA SE OBRIGA AO FORNECIMENTO DE MATERIAL DE LIMPEZA PARA A SECRETARIA MUNICIPAL DE INFRAESTRUTURA E LOGÍSTICA DE NOVA FRIBURGO. CONFORME ESPECIFICAÇÕES. CONDIÇÕES E QUANTIDADES CONSTANTES  NO ANEXO I.  E NA PROPOSTA DETALHE DO EDITAL DO CERTAME EM REFERÊNCIA . E NO RESULTADO DO JULGAMENTO. TÃO SOMENTE O LOTE 07.
09/10/2015;13/10/2015;NORTUS COMERCIAL LTDA - ME.;Compras em Geral;225310;A CONTRATADA SE OBRIGA AO FORNECIMENTO  DE MATERIAL DE LIMPEZA PARA A SECRETARIA DE INFRAESTRUTURA E LOGÍSTICA DE NOVA FRIBURGO. CONFORME ESPECIFICAÇÕES. CONDIÇÕES E QUANTIDADES CONSTANTES NO ANEXO  I.  E NA PROPOSTA DETALHE  DO EDITAL DO CERTAME EM REFERÊNCIA. E NO RESULTADO  DO JULGAMENTO. TÃO SOMENTE O LOTE  8.
04/08/2015;04/08/2016;SANGY TRANSPORTES E TURISMO LTDA ME;Prestação de serviços;399600;A CONTRATADA SE OBRIGA A PRESTAR SERVIÇO DE REBOQUE DE VEÍCULOS AUTO MOTORES PARA ATENDER ÀS NECESSIDADES DA SMOMU  (SECRETARIA MUNICIPAL DE ORDEM E MOBILIDADE URBANA DO MUNICÍPIO DE NOVA FRIBURGO). CONFORME  ESPECIFICAÇÕES. CONDIÇÕES E QUANTIDADES CONSTANTES NO ANEXO  II  E NA PROPOSTA DETALHE DO EDITAL DO CERTAME EM REFERÊNCIA  E NO RESULTADO DE JULGAMENTO.  O PRAZO DA EXECUÇÃO DO OBJETO LICITADO SERÁ  DE 12 ( DOZE ) MESES.
01/01/2015;31/12/2016;CENTRO DE NEFROLOGIA DE N. FRIB.LTDA;Prestação de serviços;2530273.52;A CONTRATADA SE OBRIGA A PRESTAÇÃO DE SERVIÇO DE TERAPIA RENAL SUBSTITUTIVA (NEFROLOGIA ) . COM ATENDIMENTO AOS PACIENTES DO SUS  DO MUNICÍPIO. PORTADORES DE  INSUFICIÊNCIA RENAL. PLANEJANDO. CONDUZINDO E EXECUTANDO OS REFERIDOS SERVIÇOS NA FORMA DA   LEI  Nº 8080/90 E RDC Nº 154/2004.
05/08/2015;05/08/2017;AVR ASSESSORIA TECNICA LTDA-EPP;Prestação de serviços;410000;A CONTRATADA SE OBRIGA AO PLANEJAMENTO. ORGANIZAÇÃO E REALIZAÇÃO DE CONCURSO PÚBLICO  PARA PROVIMENTO DE CARGOS DA PREFEITURA MUNICIPAL DE NOVA FRIBURGO/RJ.. CONFORME ESPECIFICAÇÃO.  CONDIÇÕES E QUANTIDADES CONSTANTES NO ANEXO  II  PARTE INTEGRANTE DESTE CONTRATO E NA PROPOSTA DETALHE DO EDITAL  DO CERTAME EM REFERÊNCIA. E NO RESULTADO DO JULGAMENTO.
06/08/2015;04/11/2015;CENTRO RADIOLOGICO DE NOVA FRIBURGO LTDA.;Prestação de serviços;127500;A CONTRATADA SE OBRIGA À REALIZAÇÃO DE PROCEDIMENTOS DE ECOCARDIOGRAMA TRANS TORÁCICA  COM IDADE IGUAL OU ACIMA  DE 5 ANOS PARA ATENDIMENTO AOS PACIENTES DOSUS. CONFORME ESPECIFICAÇÕES. CONDIÇÕES E QUANTIDADES CONSTANTES NA REQUISIÇÃO DE SERVIÇO EM REFERÊNCIA  (FLS. 36) E PROPOSTA DETALHE APRESENTADA PELA EMPRESA CONTRATADA ( FLS. 21 ).
06/08/2015;06/08/2015;CONSIGGA COMÉRCIO E SERVIÇOS LTDA. - ME;Compras em Geral;3983;A CONTRATADA SE OBRIGA AO FORNECIMENTO DE TONNER PARA A SECRETARIA DE ASSISTÊNCIA SOCIAL, CONFORME ESPECIFICAÇÕES. CONDIÇÕES E QUANTIDADES CONSTANTES NO ANEXO  I.  E NA PROPOSTA DETALHE DO EDITAL DO CERTAME  EM REFERÊNCIA. E NO RESULTADO DO JULGAMENTO. TÃO SOMENTE OS ITENS  01 A  08.
06/08/2015;06/08/2015;JG TECH COM. E PREST. DE SERVIÇOS ALIMENTÍCIOS E GRÁFICOS LTDA - ME;Compras em Geral;3640;A CONTRATADA SE OBRIGA AO FORNECIMENTO DE TONNER PARA A SECRETARIA DE ASSISTÊNCIA SOCIAL. CONFORME ESPECIFICAÇÕES. CONDIÇÕES E QUANTIDADES  CONSTANTES NO ANEXO  I. E NA PROPOSTA DETALHE DO EDITAL DO CERTAME EM REFERÊNCIA. E NO RESULTADO DO JULGAMENTO. TÃO SOMENTE  O ITEM 09.
11/08/2015;30/11/2015;VPA CONSULTORIA ATUARIAL LTDA;Prestação de serviços;6500;A CONTRATADA SE OBRIGA ELABORAÇÃO DE RELATÓRIO ANUAL DE AVALIAÇÃO ATUARIAL E ENTREGA DO DEMONSTRATIVO DOS RESULTADOS DE AVALIAÇÃO ATUARIAL E ENTREGA DO DEMONSTRATIVO DOS RESULTADOS DE AVALIAÇÃO ATUARIAL AO MINISTÉRIO DA PREVIDÊNCIA SOCIAL. CONFORME ESPECIFICAÇÕES. CONDIÇÕES E QUANTIDADES CONSTANTES NA REQUISIÇÃO DE SERVIÇO EM REFERÊNCIA (FL. 136/137 ) E PROPOSTA DETALHE APRESENTADA PELA EMPRESA CONTRATADA ( FLS. 72/73). BEM COMO TERMO DE REFERÊNCIA  ( FLS. 4/5 ).
25/08/2015;20/06/2016;CALEDONIA CONSTRUTORA LTDA.;Obras e Serviços de Engenharia;571813.5;PARÁGRAFO PRIMEIRO -  O OBJETO É A CONSTRUÇÃO DE MURO EM CONCRETO CICLÓPICO NA RUA EMÍLIA FALCHETO. ESQUINA COM A RUA FAGUNDES VARELA E CONSTRUÇÃO DO MURO DEBLOCO DE CONCRETO EM SOLO REFORÇADO NA RUA BENJAMIM BRAGA - CORDOEIRA/SANTA ELISA/NOVA FRIBURGO-RJ.  PODERÁ SOFRER ACRÉSCIMOS OU SUPRESSÕES. NOS LIMITES  PREVISTOS NO ART. 65. §§  1º  E  2º DA LEI FEDERAL Nº 8.666/93.PARÁGRAFO SEGUNDO - A PRESTAÇÃO DE SERVIÇOS DAR-SE-Á EM CONFORMIDADE COM A PROPOSTA DE PREÇOS DA CONTRATADA. DATADA DE 17 DE JULHO DE 2015. ACOSTADA ÀS FOLHAS 345/248 DO PROCESSO ADMINISTRATIVO Nº 5962/2012. A QUAL. JUNTAMENTE COM  O EDITAL DE TOMADA DE PREÇOS Nº 010/2015 E SEUS  ANEXO. SÃO PARTE INTEGRANTES E INSEPARÁVEIS DESTE CONTRATO. INDEPENDENTE DE TRANSCRIÇÃO.OBS.  O INICIO DAS OBRAS ESTA VINCULADO À DATA  DO MEMORANDO DE INÍCIO DAS OBRAS EMITIDO PELA SECRETARIA PERTINENTE.
26/08/2015;22/02/2016;ECOM - SISTEMA ENGENHARIA E MEIO AMBIENTE LTDA ME;Obras e Serviços de Engenharia;363249.6;A CONTRATADA SE OBRIGA À PRESTAÇÃO DO SERVIÇO DE CONSTRUÇÃO DA UNIDADE BÁSICA DE SAÚDE DE CAMPO DO COELHO. CONFORME ESPECIFICAÇÕES. CONDIÇÕES E QUANTIDADES CONSTANTES NOS ANEXOS DO EDITAL DO CERTAME EM REFERÊNCIA.4.1 -  O PRAZO DE ENTREGA SERÁ VINCULADO À DATA O MEMORANDO DE INÍCIO DAS OBRAS EMITIDO PELA SECRETARIA  PERTINETE.
27/08/2015;26/08/2016;DECKER BRASIL EQUIPAMENTOS LTDA.;Prestação de serviços;866463;O OBJETO É A CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA OPERAÇÃO DE MANUTENÇÃO PREVENTIVA E CORRETIVA COM TROCA DE PEÇAS NA USINA DE ASFALTO A QUENTE (BOMAG MARINE. MODELO MAGNUM 80).
19/08/2015;18/11/2015;WN RECURSOS EMPRESARIAIS LTDA.;Prestação de serviços;40000;O OBJETO DO PRESENTE CONTRATO É CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇO DE CAPACITAÇÃO PARA A EQUIPE TÉCNICA DA CASA DE ACOLHIMENTO INSTITUCIONAL VILA SORRISO,  CONFORME ESPECIFICAÇÕES . CONDIÇÕES E QUANTIDADES CONSTANTES NO ANEXO  I  E NA PROPOSTA DETALHE DO EDITAL DO CERTAME EM REFERÊNCIA. E NO RESULTADO DO JULGAMENTO.CLÁUSULA SEGUNDA -  A EXECUÇÃO DO PRESENTE CONTRATO SERÁ DE ACORDO COM AS ESPECIFICAÇÕES FORMULADAS PELO  CONTRATANTE NO EDITAL E ANEXOS EM REFERÊNCIA.
25/08/2015;25/08/2015;BELLA'S GRÁFICA EIRELI;Prestação de serviços;9700;A CONTRATADA SE OBRIGA A EXECUÇÃO DE SERVIÇO GRÁFICO PARA ATENDER AS DEMANDAS DA SECRETARIA DE FINANÇAS E SECRETARIA DE INFRAESTRUTURA E LOGÍSTICA CONFORME ESPECIFICAÇÕES. CONDIÇÕES E QUANTIDADES   CONSTANTES NO ANEXO II. E NA PROPOSTA DETALHE DO EDITAL DO CERTAME EM REFERÊNCIA. E NO RESULTADO DO JULGAMENTO.CLÁUSULA QUARTA -  O PRAZO DE ENTREGA É O ESTABELECIDO NO EDITAL DE PROCEDIMENTO EM EPÍGRAFE. QUE PASSA A FAZER PARTE  DESTE INSTRUMENTO CONTRATUAL. QUAL SEJA. ENTREGA IMEDIATA.
24/08/2015;23/08/2016;RIALTO MERCANTIL LTDA - ME;Compras em Geral;93450;A CONTRATADA SE OBRIGA À ENTREGA DE GRELHAS E TAMPAS ARTICULADAS COM FERRO FUNDIDO  NODULAR. PARA REPOSIÇÃO DOS BUEIROS DANIFICADOS - SECRETARIA DE OBRAS. CONFORME  ESPECIFICAÇÕES. CONDIÇÕES E QUANTIDADES CONSTANTES NO ANEXO  I.  E NA PROPOSTA DETALHE DO EDITAL  E ANEXOS EM REFERÊNCIA. E NO RESULTADO DO JULGAMENTO.OBS.:  AS ENTREGAS SERÃO PROGRAMADAS AO LONGO DOS DOZE (12) MESES DE DURAÇÃO DO PRESENTE CONTRATO.
06/09/2015;08/09/2015;RECON PROMOCOES  E EVENTOS EIRELI ME;Prestação de serviços;11500;O PRESENTE CONTRATO TEM POR OBJETO A CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM LOCAÇÃO DE GRADES DE CONTENÇÃO. PARA A REALIZAÇÃO DO DESFILE CÍVICO- MILITAR DE 07 DE SETEMBRO DE 2015. CONFORME ESPECIFICAÇÕES. CONDIÇÕES E QUANTIDADES CONSTANTES NO ANEXO  II. E NA PROPOSTA DETALHE DO EDITAL DO CERTAME EM REFERÊNCIA.M E NO RESULTADO DO JULGAMENTO.2.1 -  A EXECUÇÃO DO OBJETO DO PRESENTE CONTRATO SERÁ DE ACORDO COM AS ESPECIFICAÇÕES FORMULADAS PELO CONTRATANTE NO EDITAL E ANEXOS EM REFERÊNCIA.
06/09/2015;08/09/2015;LOKASOM SONARIZACAO LTDA-ME;Prestação de serviços;27500;1 - A CONTRATADA SE OBRIGA À PRESTAÇÃO DE SERVIÇO DE LOCAÇÃO DE EQUIPAMENTOS  EM SONORIZAÇÃO PARA A REALIZAÇÃO DOS EVENTOS DE 07 DE SETEMBRO DE 2015. CONFORME ESPECIFICAÇÕES. CONDIÇÕES E QUANTIDADES CONSTANTES NO ANEXO  i. E NA PROPOSTA DETALHE DO EDITAL DO CERTAME EM REFERÊNCIA. E NO RESULTADO DO JULGAMENTO.2.1  -  A EXECUÇÃO DO OBJETO DO PRESENTE CONTRATO SERÁ DE ACORDO COM AS ESPECIFICAÇÕES  FORMULADAS PELO CONTRATANTE NO EDITAL E ANEXOS EM REFERÊNCIA .
06/09/2015;08/07/2015;GOMES E LOPES PROMOÇÕES E EVENTOS COMERCIAIS  LTDA  ME;Prestação de serviços;15800;1.1 - A CONTRATADA SE OBRIGA À PRESTAÇÃO DO SERVIÇO DE LOCAÇÃO DE EQUIPAMENTOS DE MONTAGEM. PARA A REALIZAÇÃO DO DESFILE CÍVICO MILITAR NO DIA 07 DE SETEMBRO DE 2015. CONFORME ESPECIFICAÇÕES . CONDIÇÕES E QUANTIDADE CONSTANTES NO ANEXO  I. E NA PROPOSTA DETALHE DO EDITAL DO CERTAME EM REFERÊNCIA. E NO RESULTADO DO JULGA
06/06/2015;08/09/2015;QUALITY MIX EMPREENDIMENTOS LTDA-ME;Prestação de serviços;5098;1.1 - A CONTRATADA SE OBRIGA A PRESTAÇÃO DE SERVIÇOS DE: LOCAÇÃO DE BANHEIROS QUÍMICOS PARA A REALIZAÇÃO DO DESFILE CÍVICO MILITAR DE 07 DE SETEMBRO. CONFORME ESPECIFICAÇÕES. CONDIÇÕES E QUANTIDADES CONSTANTES NO ANEXO II. E NA PROPOSTA DETALHE DO EDITAL DO CERTAME EM REFERÊNCIA. E NO RESULTADO DO JULGAMENTO.2.1 - A EXECUÇÃO DO OBJETO DO PRESENTE CONTRATO. SERÁ DE ACORDO COM AS ESPECIFICAÇÕES FORMULADAS PELO CONTRATANTE NO EDITAL E ANEXOS EM REFERÊNCIA.
04/09/2015;04/09/2015;AMBAR PRODUCOES LTDA - ME;Prestação de serviços;49700;1.12 - CONTRATAÇÃO DE EMPRESA ESPECIALIZADA  PARA A REALIZAÇÃO DO 24º ENCONTRO DA MULHER RURAL. CONFORME ESPECIFICAÇÕES. CONDIÇÕES E QUANTIDADES CONSTANTES NO ANEXO II. E NA PROPOSTA DETALHE DO EDITAL DO CERTAME EM REFERÊNCIA E NO RESULTADO DO JULGAMENTO.
05/09/2015;02/07/2016;FABICON ENGENHARIA CONSTRUTORA E PAISAGISMO LTDA.;Obras e Serviços de Engenharia;632947.61;CONTRATAÇÃO DE EMPRESA PARA CONSTRUÇÃO DA ESCOLA MUNICIPAL JOSÉ ALVES DE MACÊDO-NOVA FRIBURGO.PARAGRAFO PRIMEIRO -  QUANTO AOS ACRÉSCIMOS OU SUPRESSÕES. OS MESMOS PODERÃO SER  REALIZADOS NOS LIMITES PREVISTOS NO ART. 65.  §§ 1º  E    2º  DA LEI FEDERAL Nº 8.666/93.
16/10/2015;15/11/2015;DIGRAPEL DIST DE PAPEL E GRAFICA LTDA.-EPP;Prestação de serviços;3450;A CONTRATADA SE OBRIGA À CONFECÇÃO DE MATERIAL GRÁFICO. TALONÁRIOS DE AUTO DE INFRAÇÃO E NOTIFICAÇÃO DE AUTUAÇÃO. CONFORME ESPECIFICAÇÕES. CONDIÇÕES E QUANTIDADES CONSTANTES  NO ANEXO  I  E NA PROPOSTA DETALHE DO EDITAL DO CERTAME EM REFERÊNCIA. E NO RESULTADO DO JULGAMENTO.
24/09/2015;24/11/2015;DIGRAPEL DIST DE PAPEL E GRAFICA LTDA.-EPP;Prestação de serviços;19350;A CONTRATADA SE OBRIGA A EXECUÇÃO DE IMPRESSÃO DO PRONTUÁRIO  SUAS. CONFORME TERMO DE REFERÊNCIA,  SECRETARIA DE ASSISTÊNCIA SOCIAL. CONFORME ESPECIFICAÇÕES CONDIÇÕES E QUANTIDADES CONSTANTES  NO ANEXO  II  E NA PROPOSTA DETALHE DO EDITAL DO CERTAME EM REFERÊNCIA. E NO RESULTADO DO JULGAMENTO. CLÁUSULA QUARTA -  DO PRAZO DE ENTREGA.O PRAZO DE ENTREGA SERÁ DE 90 (NOVENTA) DIAS. COMO O ESTABELECIDO NO EDITAL DO PROCEDIMENTO EM EPÍGRAFE. QUE PASSA A FAZER PARTE DESTE INSTRUMENTO CONTRATUAL.
05/09/2015;05/10/2015;R2R ASSESSORIA PUBLICITÁRIA E EVENTOS EIRELI;Prestação de serviços;281500;O OBJETO DO PRESENTE CONTRATO É A CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA IMPLANTAÇÃO DE SISTEMA INFORMATIZADO PARA GESTÃO MUNICIPAL DO SISTEMA ÚNICO DA ASSISTÊNCIA SOCIAL, CONFORME  ESPECIFICAÇÕES. CONDIÇÕES E QUANTIDADES CONSTANTES DO ANEXO  I.  E NA PROPOSTA DETALHE DO EDITAL DO CERTAME EM REFERÊNCIA. E NO RESULTADO DO JULGAMENTO.CLÁUSULA QUARTA -  O PRAZO DE EXECUÇÃO E  PARA REALIZAÇÃO DOS SERVIÇOS É DE 01 ( UM )  MÊS. CONFORME O ESTABELECIDO NO EDITAL DE PROCEDIMENTO EM EPÍGRAFE. QUE PASSA A FAZER PARTE DESTE INSTRUMENTO CONTRATUAL.
04/09/2015;05/09/2015;MEDIAL MEDITTA COMERCIAL. EQUIPAMENTOS E INFORMATICA LTDA - ME;Compras em Geral;278940;A CONTRATADA SE OBRIGA AO FORNECIMENTO  DE VEÍCULOS AUTOMOTORES PARA A RENOVAÇÃO  PARCIAL DA FROTA PERTENCENTE À PREFEITURA MUNICIPAL DE NOVA FRIBURGO. CONFORME ESPECIFICAÇÕES. CONDIÇÕES E QUANTIDADES CONSTANTES NO ANEXO  I  E NA PROPOSTA DETALHE DO EDITAL DO  CERTAME EM REFERÊNCIA. E NO RESULTADO  DO JULGAMENTO.
15/09/2015;17/06/2016;SILTHUR CONSTRUTORA LTDA;Obras e Serviços de Engenharia;1306003.13;
07/10/2015;04/05/2016;ABÓBADA PROJETOS E OBRAS LTDA.;Obras e Serviços de Engenharia;30800;A CONTRATADA SE OBRIGA A RESTAURAÇÃO DE ESCULTURAS RARAS E CENTENÁRIAS. CONFORME ESPECIFICAÇÃO  ANEXO II - FUNDAÇÃO DOM JOÃO  VI. CONFORME ESPECIFICAÇÕES . CONDIÇÕES E QUANTIDADES  CONSTANTES  NO ANEXO II. E NA PROPOSTA DETALHE DO EDITAL DO CERTAME EM REFERÊNCIA. E NO RESULTADO DO JULGAMENTO.A EXECUÇÃO DO OBJETO DO PRESENTE CONTRATO SERÁ DE ACORDO COM A ESPECIFICAÇÃO FORMULADA PELO CONTRATANTE NO EDITAL E ANEXOS EM REFERÊNCIA.
02/01/2015;31/12/2015;ERMAR ALIMENTOS LTDA;Compras em Geral;245510.9;A CONTRATADA SE OBRIGA AO FORNECIMENTO DE LANCHES PARA REALIZAÇÃO DE DIVERSOS EVENTOS A SEREM REALIZADOS PELA SECRETARIA DE EDUCAÇÃO. CONFORME ESPECIFICAÇÕES. CONDIÇÕES E QUANTIDADES CONSTANTES NO ANEXO I. E NA PROPOSTA DETALHE DO EDITAL DO CERTAME EM  REFERÊNCIA. E NO RESULTADO DO JULGAMENTO.
30/09/2015;31/10/2015;C F XAVIER - ME;Prestação de serviços;35500;A CONTRATADA SE OBRIGA A EXECUTAR O SERVIÇO DE INSTALAÇÃO. COM FORNECIMENTO DE MATERIAL. DE PAREDES DIVISÓRIAS COMPOSTAS DE PAINÉIS DO TIPO NAVAL E DE PORTAS E JANELAS NAS INSTALAÇÕES A SEREM DESTINADAS PARA O ALMOXARIFADO CENTRAL DA SECRETARIA MUNICIPAL DE SAÚDE. CONFORME ESPECIFICAÇÕES  CONDIÇÕES E QUANTIDADES CONSTANTES NO ANEXO  I.  E NA PROPOSTA DETALHE DO EDITAL DO CERTAME EM REFERÊNCIA. E NO RESULTADO DO JULGAMENTO.
30/09/2015;31/08/2016;BAR E RESTAURANTE BOM PALADAR DE FRIBURGO LTDA -ME;Prestação de serviços;33392.2;A CONTRATADA SE OBRIGA  AO FORNECIMENTO DE REFEIÇÕES DESTINADAS AOS PLANTONISTAS E AGENTES DE TRÂNSITO. CONFORME ESPECIFICAÇÕES. CONDIÇÕES E QUANTIDADES CONSTANTES NO ANEXO  I.  E NA PROPOSTA DETALHE DO EDITAL DO CERTAME EM REFERÊNCIA. E NO RESULTADO DO JULGAMENTO.
30/09/2015;31/10/2015;GRAFICA IRMAOS MIRANDA DE FRIBURGO LTDA ME;Prestação de serviços;6883.5;CONTRATAÇÃO DE SERVIÇO PARA CONFECÇÃO DE ADESIVOS DE VISTORIA 2015. TURISMO E FRETAMENTO. TRANSPORTE COLETIVO. SONORIZAÇÃO. TRANSPORTE DE TÁXI. TRANSPORTE ESCOLAR 1º E 2º SEMESTRE -  S.M.O.M.U, CONFORME ESPECIFICAÇÕES CONDIÇÕES E QUANTIDADES CONSTANTES  NO ANEXO I.  E NA PROPOSTA DETALHE DO EDITAL DO CERTAME EM REFERÊNCIA. E NO RESULTADO DO JULGAMENTO.
04/10/2015;03/10/2016;EDITORA  A  NOTICIA LTDA.;Prestação de serviços;56000;CONTRATAÇÃO DE SERVIÇO CONTINUADO DE EMPRESA JORNALÍSTICA  PARA PUBLICAÇÃO DE AVISOS DE LICITAÇÕES NA SEÇÃO DE NOTICIÁRIO EM JORNAL DE GRANDE CIRCULAÇÃO  NO ESTADO DO RIO DE JANEIRO. COM ASSINATURA DIÁRIA  GRATUITA PARA O MUNICÍPIO DE NOVA FRIBURGO, CONFORME ESPECIFICAÇÕES. CONDIÇÕES E QUANTIDADES CONSTANTES NO ANEXOI. E NA PROPOSTA DETALHE DO EDITAL DO CERTAME EM REFERÊNCIA. E NO RESULTADO DO JULGAMENTO.
06/10/2015;06/02/2016;PROARQ-Z CONSTRUÇÃO E TRANSPORTE LTDA.-ME;Obras e Serviços de Engenharia;463564.09;A CONTRATADA  SE OBRIGA À CONTRATAÇÃO DE SERVIÇOS PARA A REFORMA E MELHORIAS DO CAMPO DE FUTEBOL DA RUA  REALEZA EM RIOGRANDINA - NOVA FRIBURGO. RJ. 130-NOVA FRIBURGO. CONFORME ESPECIFICAÇÕES. CONDIÇÕES E QUANTIDADES  CONSTANTES NOS ANEXOS DO EDITAL DO CERTAME EM REFERÊNCIA.PARÁGRAFO PRIMEIRO  -  O OBJETO PODERÁ SOFRER ACRÉSCIMOS OU SUPRESSÕES. NOS LIMITES  PREVISTOS  NO ART. 65. §§ 1º  E 2§ DA LEI FEDERAL Nº 8.666/93.
01/10/2015;30/09/2017;OZORIO ANTONIO TEIXEIRA;Locação de Imóveis;5100;O PRESENTE CONTRATO DE LOCAÇÃO TEM  COMO OBJETO GALPÃO DO LOCADOR. SITUADO NA RUA SEBASTIÃO  ANTONIO TEIXEIRA. LAGOINHA. NESTA CIDADE. PARA GUARDAR TODO MAT
16/10/2015;21/09/2020;BANCO BRADESCO S/A;Prestação de serviços;1;TEM O PRESENTE  POR OBJETO A PRESTAÇÃO DOS SEGUINTES SERVIÇOS BANCÁRIOS PARA A ADMINISTRAÇÃO PÚBLICA MUNICIPAL DO MUNICÍPIO DE NOVA FRIBURGO. CONFORME ESPECIFICAÇÕES CONTIDAS NO EDITAL DO  PREGÃO PRESENCIAL Nº 084/2014. EM ESPECIAL A CONTIDA NO ANEXO II. BEM COMO  DA PROPOSTA DA CONTRATADA. DATADA DE  29 DE SETEMBRO DE  2015.  DOCUMENTOS  QUE PASSAM  A FAZER PARTE INTEGRANTE DESTE INSTRUMENTO....CLÁUSULA TERCEIRA  -  PELA EXECUÇÃO DOS SERVIÇOS OBJETO DESTE INSTRUMENTO . A CONTRATADA  PAGARÁ AO CONTRATANTE. O VALOR TOTAL DE R$ 5.110.000.00 ( CINCO MILHÕES. CENTO E DEZ MIL REAIS ).  O VALOR OFERTADO PELO LICITANTE VENCEDOR SERÁ  PAGO EM MOEDA CORRENTE NACIONAL  30 (TRINTA )  DIAS APÓS  A ASSINATURA DO CONTRATO MEDIANTE DEPÓSITO EM CONTA CORRENTE DO MUNICÍPIO EM INSTITUIÇÃO FINANCEIRA OFICIAL A SER INFORMADA PELA SECRETARIA DE FINANÇAS QUANDO DA NOTIFICAÇÃO PARA ASSINATURA DOCONTRATO...
22/10/2015;21/10/2016;NP CAPACITAÇAO E SOLUÇOES TECNOLOGICAS LTDA.;Compra de Bens na Área de Tecn. da Informação - TI;7990;A CONTRATADA SE OBRIGA À REALIZAÇÃO DE SERVIÇO OFERECIMENTO DE FERRAMENTAS DE PESQUISAS. CONSOLIDAÇÃO E COMPARAÇÃO DE PREÇOS PRATICADOS PELA ADMINISTRAÇÃO PÚBLICA BASEADO EM RESULTADOS DE LICITAÇÕES ADJUDICADAS E HOMOLOGADAS.  CONFORME ESPECIFICAÇÕES. CONDIÇÕES E QUANTITATIVOS CONSTANTES NA REQUISIÇÃO DE SERVIÇO  DE FLS.26.
03/10/2015;03/10/2016;ANTONIO HELIO OUVERNEY;Locação de Imóveis;900;O PRESENTE CONTRATO DE LOCAÇÃO. TEM  COMO OBJETO O IMÓVEL DO LOCADOR. SITUADO NA LOCALIDADE DENOMINADA POÇO FEIO. ÀS MARGENS DA ESTRADA VEREADOR EUGENIO GUILHERME SPITZ. LUMIAR. 5º  DISTRITO DE NOVA FRIBURGO. PARA FINS DE INSTALAÇÃO DA BASE DESCENTRALIZADA DO SERVIÇO DE ATENDIMENTO MÓVEL DE URGÊNCIA - SAMU - NA LOCALIDADE DE LUMIAR.
28/10/2015;28/10/2016;MARCENARIA  SULAR LTDA.;Compras através do Sist. Reg. de Preços;7366;O OBJETO DO PRESENTE TERMO DE CONTRATO É A AQUISIÇÃO DE BRINQUEDOS EM ATENDIMENTO AS ENTIDADES EDUCACIONAIS DAS REDES PÚBLICAS DE ENSINO DA UNIÃO. ESTADOS. DISTRITO FEDERAL E MUNICÍPIOS. CONFORME ESPECIFICAÇÕES E QUANTITATIVOS  ESTABELECIDOS NO EDITAL DE PREGÃO IDENTIFICADO NO PREÂMBULO E NA PROPOSTA VENCEDORA. OS QUAIS INTEGRAM ESTE INSTRUMENTO INDEPENDENTE DE TRANSCRIÇÃO.O PRESENTE CONTRATO SE ORIGINOU DO PREGÃO ELETRÔNICO Nº 35/2014. PARA  REGISTRO DE PREÇOS.
